PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag,HAS_CC,HAS_PL,Total_TL,Tot_Active_TL,Tot_Closed_TL,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_closed_l6m,pct_tl_open_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
57,1766,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,UNDER GRADUATE,28,M,15000,38,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,679,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,64,64
58,84,32,32,1,16,16,0,0,0,0,0,0,0,19,0,6,0,0,0,0,0,0,0,0,0,16,4,0,0,0,1,0,1,184,3,0,0,Single,UNDER GRADUATE,28,F,10000,37,0.222000003,0.25,0.268000007,NULL,0,NULL,0,0,0,0,0,5.25,0,0,PL,ConsumerLoan,673,2,0,0,9,2,7,1,1,0.111000001,0.111000001,0.222000003,0.777999997,4,2,0.444000006,0.222000003,0,0,0,3,0,0,0,0,9,6,42,6
59,113,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,38,10,22,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,1,241,1,0,0,Married,GRADUATE,43,M,28000,150,1,0,0.721000016,NULL,0,0.708999991,1,0,0,0,0,19.1609993,0,0,PL,PL,694,2,0,1,3,3,0,0,0,0,0,1,0,1,0,0.333000004,0,0,0,0,1,0,0,1,1,2,1,24,8
60,74,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,51,4,1,1,Single,12TH,26,M,20000,56,1,0,0.550999999,NULL,0,NULL,0,0,0,0,0,1.299999952,0,0,ConsumerLoan,others,675,2,0,0,3,3,0,0,0,0,0,1,0,3,0,1,0,0,1,0,2,0,0,0,1,2,0,11,8
61,614,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,1,Single,12TH,30,M,51000,145,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,others,670,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,40
62,54,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,267,1,0,0,Married,12TH,32,F,20000,98,0.333000004,0,0.504000008,NULL,0,0.623000026,1,0,0,0,0,5.717000008,0,0,others,others,684,2,0,1,9,3,6,0,5,0.555999994,0,0.333000004,0.666999996,3,5,0.333000004,0.555999994,0,1,0,5,0,0,1,1,8,2,39,9
63,56,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,272,1,0,0,Single,12TH,35,M,15000,41,0.5,0,0.391000003,NULL,0,NULL,0,0,0,0,0,1.065999985,0,0,ConsumerLoan,others,687,2,0,0,2,1,1,0,0,0,0,0.5,0.5,1,1,0.5,0.5,0,1,0,1,0,0,0,1,1,0,33,9
64,55,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,467,0,0,0,Married,SSC,38,F,7000,102,0.5,0,0.016000001,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,others,684,2,0,0,2,1,1,0,1,0.5,0,0.5,0.5,0,1,0,0.5,0,1,0,1,0,0,0,1,1,0,24,16
65,287,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,9,5,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,315,1,0,0,Married,POST-GRADUATE,30,M,25000,66,0.5,0,0.912,NULL,0,0.912,1,0,0,0,0,18,0,0,PL,others,697,2,0,1,2,1,1,0,0,0,0,0.5,0.5,1,0,0.5,0,0,1,0,0,0,0,1,1,1,0,40,10
66,161,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,2,2,2,Married,SSC,28,M,25000,27,1,0,1.338000059,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,others,672,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,7,7
67,89,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2,1,1,Married,GRADUATE,34,F,30000,65,1,0,0.592000008,NULL,0,NULL,0,0,0,0,0,0.405999988,0,0,ConsumerLoan,others,673,2,0,0,3,3,0,0,0,0,0,1,0,3,0,1,0,1,1,0,1,0,0,0,1,2,1,12,11
68,112,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,811,0,0,0,Married,GRADUATE,47,M,20000,122,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,688,2,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,27,27
69,67,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,35,1,1,1,Married,GRADUATE,29,M,20000,13,0.5,0,0.758000016,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,695,2,0,0,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,70,13
70,59,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,181,2,2,0,Single,SSC,32,M,20000,44,1,1,0.333000004,NULL,0,NULL,0,0,0,0,0,0.437999994,0,0,ConsumerLoan,ConsumerLoan,686,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6,6
71,100,31,31,2,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,2,1,1,6,4,6,12,12,9,7,Married,GRADUATE,31,M,40900,129,0.153999999,1,0.037,NULL,0,NULL,0,0.666999996,1,0.666999996,0.5,0.537999988,1,0,ConsumerLoan,ConsumerLoan,618,4,0,0,26,4,22,1,0,0,0.037999999,0.153999999,0.846000016,1,0,0.037999999,0,0,0,0,1,25,0,0,25,1,0,59,5
72,56,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,21,4,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,411,0,0,0,Married,12TH,41,M,65000,181,1,0.5,0.920000017,NULL,0,0.961000025,1,0,0,0,0,2.461999893,0,0,PL,HL,707,1,0,1,4,4,0,1,0,0,0.25,1,0,2,0,0.5,0,0,0,0,0,0,0,1,3,1,3,76,3
73,22,5,5,1,2,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,1,6,6,1,Married,SSC,45,F,20000,263,1,0.5,0.949999988,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,ConsumerLoan,678,2,0,0,2,2,0,1,0,0,0.5,1,0,2,0,1,0,0,2,0,0,0,0,0,2,0,0,7,4
74,1610,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,SSC,38,M,10000,310,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,697,2,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,120,54
75,35,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,322,1,0,0,Married,GRADUATE,26,M,20000,101,1,0,0.298000008,NULL,0,NULL,0,0,0,0,0,1.779000044,0,0,others,others,710,1,0,0,3,3,0,0,0,0,0,1,0,2,0,0.666999996,0,0,0,0,2,0,0,0,0,3,1,115,7
76,56,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,84,3,2,1,Single,GRADUATE,27,M,15500,64,0.800000012,0.375,0.372000009,NULL,0,NULL,0,0,1,0,1,5.861000061,0,0,ConsumerLoan,ConsumerLoan,684,2,0,0,10,8,2,3,2,0.200000003,0.300000012,0.800000012,0.200000003,8,2,0.800000012,0.200000003,2,0,0,9,0,0,0,0,10,1,19,2
77,102,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,243,1,0,0,Married,SSC,27,M,50000,54,0.5,0,0.335999995,NULL,0,NULL,0,0,0,0,0,1.008000016,0,0,ConsumerLoan,others,699,2,0,0,4,2,2,0,0,0,0,0.5,0.5,2,1,0.5,0.25,0,1,0,2,0,0,0,1,3,1,66,8
78,137,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,410,0,0,0,Married,SSC,55,M,13000,42,1,0,0,NULL,0,NULL,0,0,0,0,0,2.08100009,0,0,others,others,684,2,0,0,2,2,0,0,0,0,0,1,0,1,0,0.5,0,0,0,0,2,0,0,0,0,2,0,14,10
79,73,8,7,2,10,8,0,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,0,0,2,2,2,169,2,2,0,Married,GRADUATE,26,M,20000,113,0.666999996,1,0.630999982,0.777999997,1,NULL,0,1,0,1,0,3.303999901,0,0,PL,others,672,2,1,0,3,2,1,1,0,0,0.333000004,0.666999996,0.333000004,1,0,0.333000004,0,0,1,1,1,0,0,0,1,2,0,70,5
80,71,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,614,0,0,0,Married,SSC,29,F,15000,47,1,0,0.559000015,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,698,2,0,0,2,2,0,0,0,0,0,1,0,1,0,0.5,0,1,1,0,0,0,0,0,2,0,1,20,10
81,57,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,247,1,0,0,Married,SSC,43,M,19000,123,1,0,0.796999991,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,679,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,8,8
82,75,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,208,1,0,0,Married,SSC,32,M,9000,33,1,0,0.690999985,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,685,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,6,6
83,233,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,418,0,0,0,Single,12TH,34,M,14500,68,1,0,0,NULL,0,NULL,0,0,0,0,0,1.019999981,0,0,others,others,691,2,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,14,14
84,50,24,24,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,6,1,1,1,Married,12TH,35,M,33000,306,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,others,647,4,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,26,26
85,NULL,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,178,2,2,0,Married,12TH,29,F,10000,126,0,1,0,NULL,0,NULL,0,1,0,1,0,NULL,0,0,others,PL,679,2,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,6,6
86,NULL,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,1,1,1,38,5,5,3,Married,GRADUATE,31,M,54000,244,1,0.5,0.963999987,NULL,0,NULL,0,1,1,1,1,0.490999997,1,0,CC,others,660,3,0,0,2,2,0,1,0,0,0.5,1,0,2,0,1,0,2,0,0,1,1,0,0,1,1,0,10,2
87,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,19,5,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,592,0,0,0,Married,SSC,63,M,8500,90,1,0,0.515999973,NULL,0,0.515999973,1,0,0,0,0,7.518000126,0,0,PL,PL,694,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,20,20
88,18,25,25,1,3,3,0,0,0,0,0,0,0,35,8,16,0,0,0,0,0,0,0,0,0,3,15,0,0,0,2,1,2,90,6,4,1,Single,GRADUATE,26,M,25000,42,0.455000013,0.333000004,0.685000002,NULL,0,NULL,0,0.5,0,0.5,0,14.33199978,0,0,others,others,682,2,0,0,11,5,6,1,1,0.090999998,0.090999998,0.455000013,0.545000017,3,4,0.273000002,0.363999993,0,4,0,6,0,0,0,4,7,1,49,3
89,72,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,158,2,1,0,Married,SSC,39,M,25000,128,0.666999996,1,0.723999977,NULL,0,NULL,0,0,0,0,0,0.984000027,0,0,others,others,693,2,0,0,3,2,1,2,1,0.333000004,0.666999996,0.666999996,0.333000004,2,1,0.666999996,0.333000004,1,0,0,1,0,0,0,0,3,2,48,2
90,63,33,33,1,92,92,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92,7,0,0,0,3,0,0,7,1,1,1,Married,GRADUATE,35,M,43000,131,0.400000006,0,0.643999994,NULL,0,0.643999994,1,0,0,0,0,6.977000237,1,0,ConsumerLoan,PL,647,4,0,1,5,2,3,0,0,0,0,0.400000006,0.600000024,0,0,0,0,0,0,0,0,2,0,3,2,3,0,47,14
91,93,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,191,1,0,0,Married,12TH,29,M,20000,95,1,0.666999996,0.749000013,NULL,0,NULL,0,0,0,0,0,1.891000032,0,0,others,ConsumerLoan,684,2,0,0,4,4,0,2,0,0,0.5,1,0,3,0,0.75,0,1,0,0,1,0,0,0,1,3,3,40,6
92,370,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,13,6,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,1,114,1,1,0,Married,GRADUATE,38,M,12,306,0.5,1,0.968999982,NULL,0,0.968999982,1,1,0,0.333000004,0,62083.33203,0,0,PL,PL,680,2,0,1,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,0,0,2,0,2,0,12,4
93,72,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,148,4,1,0,Married,12TH,35,F,40000,130,0.856999993,0.666999996,0.697000027,NULL,0,0.930999994,1,0,0,0,0,4.56799984,0,0,others,others,686,2,0,1,7,6,1,4,0,0,0.57099998,0.856999993,0.143000007,6,0,0.856999993,0,2,0,0,4,0,0,1,1,6,2,46,3
94,296,31,4,18,177,25,2,2,0,25,25,5,4,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,2,0,0,1160,0,0,0,Married,SSC,41,M,23000,181,0.5,0,0,NULL,0,0,1,0,0,0,0,3.821000099,0,0,ConsumerLoan,others,687,2,0,1,4,2,2,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,2,0,0,1,1,3,0,60,40
95,271,9,9,1,2,2,0,1,1,NULL,2,0,0,8,1,5,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,17,1,1,1,Single,12TH,28,M,30000,101,0.25,0,0.972000003,NULL,0,NULL,0,0,0,0,0,7.40899992,1,0,ConsumerLoan,others,693,2,0,0,4,1,3,0,0,0,0,0.25,0.75,0,1,0,0.25,0,0,0,0,1,0,0,3,1,3,93,18
96,45,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,12TH,23,M,18000,63,1,1,0.728999972,NULL,0,0.930999994,1,0,0,0,0,2.789000034,0,0,others,others,692,2,0,1,2,2,0,1,0,0,0.5,1,0,1,0,0.5,0,0,1,0,0,0,0,1,1,1,0,16,3
97,52,25,11,14,90,30,0,1,1,0,30,7,1,0,0,0,0,0,0,0,0,0,0,0,0,30,8,0,0,0,0,0,0,135,3,1,0,Married,GRADUATE,33,M,40000,110,0.5,0.5,0.773000002,NULL,0,NULL,0,0,0,0,0,NULL,0,0,AL,others,675,2,0,0,8,4,4,1,2,0.25,0.125,0.5,0.5,2,3,0.25,0.375,0,8,0,0,0,0,0,8,0,0,56,4
98,20,7,7,1,58,58,0,1,1,0,58,1,0,122,19,41,0,0,0,0,0,0,0,0,0,58,18,0,0,0,1,0,0,4,12,6,6,Married,GRADUATE,27,M,35000,128,0.391000003,0.5,0.788999975,NULL,0,0.351999998,1,0,0,0,0,4.965000153,1,0,ConsumerLoan,ConsumerLoan,697,2,0,1,23,9,14,3,3,0.129999995,0.129999995,0.391000003,0.609000027,6,4,0.261000007,0.173999995,2,0,0,2,4,0,1,19,4,16,61,1
99,75,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2,73,4,2,2,Married,GRADUATE,46,M,25000,78,0.875,0.5,0.598999977,NULL,0,0.913999975,1,0,0,0,0,6.301000118,0,0,others,others,703,1,0,1,8,7,1,3,0,0,0.375,0.875,0.125,6,0,0.75,0,3,1,0,4,0,0,1,1,7,2,113,3
100,100,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1248,0,0,0,Married,UNDER GRADUATE,33,M,38500,167,0.166999996,0,0.407999992,NULL,0,NULL,0,0,0,0,0,NULL,1,0,AL,AL,695,2,0,0,6,1,5,0,0,0,0,0.166999996,0.833000004,0,0,0,0,0,1,0,0,5,0,0,6,0,0,67,42
101,705,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,Single,GRADUATE,25,M,34200,74,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,others,668,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,42,42
102,283,33,28,4,90,61,0,0,0,NULL,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,61,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,12TH,41,F,10000,187,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,662,3,0,0,4,0,4,0,0,0,0,0,1,0,1,0,0.25,0,0,0,0,4,0,0,4,0,0,74,19
103,NULL,18,15,4,60,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,0,3,2,2,22,3,2,1,Single,GRADUATE,30,M,24000,77,1,0,0.968999982,NULL,0,NULL,0,1,0,0.666999996,0,NULL,0,1,PL,HL,662,3,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,2,0,0,22,14
104,90,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,5,2,2,2,1,1,1,64,4,4,4,Married,POST-GRADUATE,32,M,19000,107,0,1,0,NULL,0,NULL,0,1,1,1,1,NULL,1,0,CC,others,659,3,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,5,5
105,51,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,85,3,3,1,Married,OTHERS,24,M,11500,65,1,1,0.931999981,NULL,0,NULL,0,1,0,1,0,10.43500042,0,0,PL,others,678,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5
106,215,22,15,4,139,139,0,0,0,NULL,0,3,2,26,0,0,0,0,0,11,0,0,0,0,0,139,17,0,0,0,1,0,1,170,4,3,0,Married,GRADUATE,45,M,14300,29,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,HL,720,1,0,0,12,0,12,0,0,0,0,0,1,0,2,0,0.166999996,0,2,0,0,7,0,0,10,2,3,191,24
107,392,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,632,0,0,0,Married,GRADUATE,26,M,15000,66,0.286000013,1,0.884000003,NULL,0,NULL,0,0,0,0,0,3.066999912,0,0,ConsumerLoan,PL,685,2,0,0,7,2,5,2,2,0.286000013,0.286000013,0.286000013,0.713999987,2,2,0.286000013,0.286000013,2,0,0,7,0,0,0,0,7,0,39,3
108,79,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,SSC,42,M,80000,57,1,1,1,NULL,0,NULL,0,0,0,0,0,1.25,0,0,others,others,678,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3
109,16,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,210,5,0,0,Single,12TH,31,M,25000,100,1,1,0.828999996,NULL,0,NULL,0,0,0,0,0,5.599999905,0,0,PL,PL,692,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,4,4
110,NULL,35,2,16,150,150,1,1,0,150,150,16,14,0,0,0,0,0,0,0,0,0,0,0,0,150,2,0,0,0,0,0,0,3,1,1,1,Married,GRADUATE,37,F,45000,305,1,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,others,668,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,60,60
111,1492,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233,1,0,0,Married,GRADUATE,49,M,28000,126,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,690,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,76,76
112,113,35,2,14,60,26,4,6,2,54,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,495,0,0,0,Married,GRADUATE,35,M,35000,61,0.333000004,0,1,NULL,0,NULL,0,0,0,0,0,NULL,0,1,AL,AL,690,2,0,0,3,1,2,0,0,0,0,0.333000004,0.666999996,1,1,0.333000004,0.333000004,0,2,0,0,0,1,0,3,0,0,65,9
113,41,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,469,0,0,0,Single,12TH,21,M,30000,150,1,0,0.638000011,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,677,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16,16
114,57,35,16,13,60,60,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,0,0,0,3,2,3,57,5,2,2,Married,GRADUATE,36,M,15000,54,0.5,0.333000004,0.700999975,NULL,0,1,1,0.666999996,0,0.666999996,0,5.123000145,1,0,PL,AL,666,3,0,1,8,4,4,1,0,0,0.125,0.5,0.5,3,0,0.375,0,1,1,0,3,3,0,1,4,4,0,56,2
115,49,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,14,2,2,2,4,0,3,6,12,8,7,Single,12TH,22,M,23000,33,0.42899999,0.713999987,0.786000013,1,1,NULL,1,0,1,0,1,0.718999982,1,0,ConsumerLoan,ConsumerLoan,638,4,1,0,7,3,4,5,4,0.57099998,0.713999987,0.42899999,0.57099998,7,4,1,0.57099998,0,0,1,0,1,0,3,3,4,2,7,2
116,3992,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,GRADUATE,47,F,20000,130,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,1,others,others,693,2,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,192,187
117,68,30,22,4,60,60,0,0,0,0,0,3,0,18,5,11,0,0,0,0,0,0,0,0,0,60,9,0,0,0,2,0,0,27,2,1,1,Married,GRADUATE,32,M,32000,107,0.5,0,0.737999976,NULL,0,0.81400001,1,0,0,0,0,9.149000168,0,0,ConsumerLoan,others,665,3,0,1,6,3,3,0,0,0,0,0.5,0.5,1,0,0.166999996,0,0,1,0,2,0,0,1,1,5,2,43,8
